id_venta,fecha,cliente,ciudad,producto,categoria,cantidad,precio_unitario,total_venta,metodo_pago
28101,2024-06-21,Clarisa Nogués,Ciudad,Auriculares,Oficina,9,1976.77,17790.93,Transferencia
28102,2024-10-08,Apolinar Llorente-Pera,Valladolid,Mouse,Oficina,10,618.39,6183.9,Transferencia
28103,2025-01-08,Teresa Bueno Espejo,Granada,Webcam,Tecnología,7,1090.52,7633.64,Efectivo
28104,2024-09-20,Antonia Carmina Ros Matas,Albacete,Teclado,Accesorios,9,2029.55,18265.95,Tarjeta
28105,2023-08-23,Ezequiel Solé Acedo,Salamanca,Tablet,Oficina,2,454.49,908.98,Tarjeta
28106,2023-09-10,África del Bayón,Santa Cruz de Tenerife,Impresora,Tecnología,9,213.42,1920.78,Tarjeta
28107,2023-10-18,Natalio Zabaleta Pardo,Teruel,Mouse,Oficina,8,2102.43,16819.44,Tarjeta
28108,2025-01-15,Silvio Montalbán Contreras,Toledo,Memoria RAM,Oficina,2,1558.69,3117.38,Transferencia
28109,2023-11-03,Sandalio Vall Murillo,León,Auriculares,Oficina,7,964.24,6749.68,Transferencia
28110,2024-08-11,Miriam Azorin Valenciano,Asturias,Memoria RAM,Tecnología,2,377.89,755.78,Efectivo
28111,2023-04-28,Marcela Moles Peralta,Málaga,Auriculares,Tecnología,4,2439.18,9756.72,PayPal
28112,2023-11-04,Josefa Montserrat Reyes Álvarez,Segovia,Monitor,Accesorios,10,1191.57,11915.7,Efectivo
28113,2025-04-27,Tadeo Bernad,Ávila,Auriculares,Accesorios,5,1389.3,6946.5,Efectivo
28114,2023-01-22,Eloísa Cervera Cantero,Alicante,Teclado,Oficina,1,117.08,117.08,Tarjeta
28115,2024-01-04,Pelayo Roda Montalbán,Zamora,Memoria RAM,Periféricos,9,1788.21,16093.89,Efectivo
28116,2023-12-20,Javiera Tur Sánchez,Salamanca,Monitor,Tecnología,5,2156.85,10784.25,Tarjeta
28117,2024-08-18,Tania Gallardo Alberto,Segovia,Laptop,Tecnología,4,1711.91,6847.64,Tarjeta
28118,2023-03-02,Candela Jáuregui Villa,Girona,Tablet,Oficina,9,1570.12,14131.08,PayPal
28119,2024-06-13,Gracia Monreal Vaquero,Lugo,Disco SSD,Tecnología,5,808.06,4040.3,PayPal
28120,2025-02-17,Marcial Girón Larrea,Tarragona,Mouse,Periféricos,1,1444.06,1444.06,PayPal
28121,2024-07-14,Pío Valbuena Roselló,Cantabria,Auriculares,Oficina,7,598.43,4189.01,Tarjeta
28122,2023-06-12,Porfirio Gallart-Clemente,Huesca,Mouse,Oficina,9,688.4,6195.6,Transferencia
28123,2023-09-16,Florentino Garriga Millán,Albacete,Auriculares,Periféricos,4,2481.75,9927.0,PayPal
28124,2025-04-03,Ibán Font,Las Palmas,Impresora,Tecnología,9,1103.48,9931.32,Transferencia
28125,2023-12-24,Lalo Arellano Grande,Alicante,Auriculares,Tecnología,10,314.39,3143.9,Transferencia
28126,2024-05-25,Noemí Haro Mínguez,Toledo,Webcam,Periféricos,9,127.54,1147.86,PayPal
28127,2024-04-14,Anastasio Barberá Ocaña,León,Teclado,Oficina,3,16.3,48.9,Efectivo
28128,2023-01-08,Nacio Elorza Coronado,Navarra,Mouse,Accesorios,1,283.85,283.85,Efectivo
28129,2024-11-21,Carmen Roldán Barrio,Álava,Tablet,Oficina,4,577.3,2309.2,Transferencia
28130,2025-03-30,Consuela Vara Barco,Álava,Impresora,Tecnología,2,1774.77,3549.54,PayPal
28131,2025-02-21,Elisa del Doménech,Ávila,Tablet,Periféricos,9,896.37,8067.33,Transferencia
28132,2023-11-01,Ulises Roselló-Guerrero,Vizcaya,Teclado,Tecnología,4,519.89,2079.56,Transferencia
28133,2024-08-22,Amelia Riba Aller,Teruel,Impresora,Accesorios,2,762.18,1524.36,Efectivo
28134,2024-09-29,Cayetano Rosa Milla,Burgos,Impresora,Periféricos,9,1128.81,10159.29,PayPal
28135,2024-03-17,Esteban Romero Cobo,Vizcaya,Memoria RAM,Oficina,8,2250.76,18006.08,Transferencia
28136,2025-01-12,Clara Terrón-Tello,Sevilla,Laptop,Periféricos,7,1881.91,13173.37,Tarjeta
28137,2024-11-09,Yésica Reyes Vega,Segovia,Disco SSD,Periféricos,3,89.76,269.28,PayPal
28138,2023-01-21,León Escolano-Corominas,Málaga,Teclado,Accesorios,8,2040.95,16327.6,Transferencia
28139,2023-04-11,Augusto Arribas,Ourense,Teclado,Oficina,7,317.94,2225.58,Transferencia
28140,2024-08-10,Nicolasa Santiago Palau,Soria,Tablet,Tecnología,1,1258.37,1258.37,Transferencia
28141,2024-02-07,Eloísa Recio Arellano,Navarra,Tablet,Periféricos,9,1065.44,9588.96,Tarjeta
28142,2023-03-17,Itziar Español Vall,Cuenca,Teclado,Tecnología,1,793.55,793.55,Transferencia
28143,2023-08-22,Palmira del Arco,Madrid,Impresora,Oficina,7,1693.45,11854.15,PayPal
28144,2025-01-26,Omar Tena Gascón,Segovia,Memoria RAM,Oficina,9,1687.75,15189.75,Efectivo
28145,2024-11-18,Rufino Lastra Tamayo,Teruel,Disco SSD,Accesorios,7,399.52,2796.64,Efectivo
28146,2023-08-21,Tania Bou Moraleda,Salamanca,Tablet,Periféricos,1,802.42,802.42,PayPal
28147,2024-12-18,Joaquina Manrique Grau,Cuenca,Teclado,Oficina,6,977.45,5864.7,Transferencia
28148,2024-10-31,Silvestre Millán Rivera,Cádiz,Impresora,Accesorios,10,1975.88,19758.8,Tarjeta
28149,2024-10-26,Coral Sandoval Talavera,Guadalajara,Auriculares,Periféricos,2,2289.13,4578.26,PayPal
28150,2023-02-16,Estela Iglesia Iriarte,Soria,Impresora,Accesorios,7,1010.7,7074.9,Tarjeta
28151,2024-02-15,Remigio Vázquez Benítez,Valencia,Auriculares,Oficina,5,201.69,1008.45,Efectivo
28152,2024-04-06,Andrea Pino,Navarra,Mouse,Tecnología,10,257.46,2574.6,PayPal
28153,2024-11-13,Guiomar Hervia Sarabia,Málaga,Tablet,Periféricos,9,1926.19,17335.71,PayPal
28154,2024-01-23,Ambrosio Villegas Sala,Ourense,Webcam,Periféricos,4,399.6,1598.4,Tarjeta
28155,2024-05-31,Juanito Salgado-Uribe,Navarra,Mouse,Oficina,5,249.23,1246.15,Efectivo
28156,2024-05-19,Ezequiel Armengol Rubio,Asturias,Mouse,Tecnología,3,1318.14,3954.42,Transferencia
28157,2025-03-11,Gisela Giralt-Serra,Cuenca,Laptop,Oficina,10,370.95,3709.5,Transferencia
28158,2024-06-29,Maite Cortes Donaire,Alicante,Mouse,Tecnología,2,948.38,1896.76,Tarjeta
28159,2023-11-27,Gil Gallego Herranz,Santa Cruz de Tenerife,Disco SSD,Oficina,8,1540.02,12320.16,Efectivo
28160,2023-03-20,Mayte Sales Pereira,Ourense,Teclado,Periféricos,9,476.14,4285.26,Efectivo
28161,2024-08-14,Dominga Renata Herrera Garrido,Guadalajara,Disco SSD,Accesorios,3,2193.89,6581.67,Transferencia
28162,2024-10-01,Angelina Adela Campoy Gisbert,Melilla,Tablet,Accesorios,7,85.93,601.51,PayPal
28163,2024-06-23,Ulises de Cabezas,Córdoba,Mouse,Oficina,8,2103.68,16829.44,Transferencia
28164,2024-03-05,Leire Santamaría Ferrer,Albacete,Webcam,Periféricos,1,2119.97,2119.97,Tarjeta
28165,2024-07-19,Charo del Guerrero,Alicante,Teclado,Tecnología,3,2274.31,6822.93,PayPal
28166,2025-04-22,Rogelio Jara Gelabert,Vizcaya,Disco SSD,Tecnología,2,172.77,345.54,Transferencia
28167,2024-10-01,Isaac Menendez-Gordillo,Salamanca,Tablet,Oficina,9,132.6,1193.4,Transferencia
28168,2025-04-18,Miguela Romeu Casal,La Coruña,Teclado,Periféricos,3,108.08,324.24,Tarjeta
28169,2025-04-10,Paola de Cortés,Baleares,Monitor,Oficina,9,2445.07,22005.63,Tarjeta
28170,2024-11-10,Bautista Abel Castell Vázquez,Alicante,Laptop,Tecnología,6,2139.45,12836.7,PayPal
28171,2025-01-14,Ezequiel Font Álamo,Tarragona,Mouse,Tecnología,7,308.58,2160.06,PayPal
28172,2023-09-01,Cirino Franco Morcillo,La Rioja,Teclado,Accesorios,9,303.0,2727.0,PayPal
28173,2024-05-10,Baltasar Hoyos Company,Pontevedra,Laptop,Oficina,2,1164.72,2329.44,Tarjeta
28174,2024-07-22,Horacio de Macías,Álava,Disco SSD,Oficina,2,1490.56,2981.12,Tarjeta
28175,2023-12-09,Cayetano Gámez Toledo,Barcelona,Mouse,Tecnología,4,2177.76,8711.04,PayPal
28176,2023-10-06,Balduino Tamayo Pellicer,Huelva,Monitor,Periféricos,9,1190.53,10714.77,Transferencia
28177,2025-02-27,Nazaret Morcillo Mancebo,Las Palmas,Impresora,Periféricos,2,1001.6,2003.2,Efectivo
28178,2023-04-22,Pacífica Ochoa Abella,Pontevedra,Mouse,Oficina,9,617.4,5556.6,PayPal
28179,2025-02-15,Serafina Mariscal Juliá,Badajoz,Tablet,Periféricos,3,2079.9,6239.7,Transferencia
28180,2025-03-12,Lorena Muñoz-Sacristán,Ceuta,Mouse,Accesorios,10,2346.01,23460.1,Efectivo
28181,2024-01-26,Armida Neira Rius,Castellón,Monitor,Oficina,7,2265.15,15856.05,PayPal
28182,2024-08-24,Conrado Casals Sevilla,Huesca,Tablet,Tecnología,9,1681.94,15137.46,Efectivo
28183,2024-10-03,Anastasia Gimeno Barros,Badajoz,Monitor,Tecnología,10,1808.2,18082.0,PayPal
28184,2023-11-17,Amancio Heras Jurado,Guipúzcoa,Mouse,Oficina,9,1979.61,17816.49,Efectivo
28185,2024-02-05,María Cristina Saez,Salamanca,Monitor,Accesorios,4,356.55,1426.2,PayPal
28186,2025-02-03,Abraham Pujadas-Zamora,Albacete,Auriculares,Oficina,2,1217.24,2434.48,Transferencia
28187,2023-01-03,Germán Cerezo Lopez,Sevilla,Webcam,Accesorios,5,1161.34,5806.7,Transferencia
28188,2025-03-31,Bruno Blanco,Cádiz,Auriculares,Oficina,6,912.11,5472.66,Efectivo
28189,2023-08-17,José Manuel de Collado,Pontevedra,Auriculares,Accesorios,2,1434.79,2869.58,Transferencia
28190,2023-05-03,Dionisio Barros-Arellano,Jaén,Memoria RAM,Oficina,9,239.72,2157.48,Tarjeta
28191,2024-08-13,Blanca Flavia Melero Bautista,Jaén,Auriculares,Oficina,9,1885.67,16971.03,Tarjeta
28192,2024-03-24,Ceferino Esparza Jover,Toledo,Monitor,Tecnología,3,2276.87,6830.61,Efectivo
28193,2023-08-19,Aitana Rovira Morell,Vizcaya,Disco SSD,Periféricos,8,768.71,6149.68,Tarjeta
28194,2025-02-25,Eloísa de Batalla,Cuenca,Tablet,Tecnología,10,1683.65,16836.5,Transferencia
28195,2024-04-20,Haroldo Prieto Puga,Navarra,Mouse,Tecnología,2,1249.97,2499.94,Tarjeta
28196,2023-04-23,Dalila Vallejo Pallarès,Huesca,Disco SSD,Periféricos,9,1156.09,10404.81,PayPal
28197,2024-09-13,Tristán Casals Mancebo,Palencia,Disco SSD,Periféricos,6,316.45,1898.7,PayPal
28198,2024-02-22,Daniel del Perelló,Pontevedra,Laptop,Tecnología,10,2395.76,23957.6,PayPal
28199,2024-04-28,Rosenda Sobrino Lladó,Asturias,Impresora,Oficina,9,2318.01,20862.09,Tarjeta
28200,2023-10-18,Marcela Duque,Melilla,Impresora,Periféricos,4,1220.94,4883.76,PayPal
28201,2023-08-19,Nicanor Aguiló Llorens,Valencia,Tablet,Oficina,4,489.05,1956.2,Efectivo
28202,2023-01-16,Catalina Tejera Pinedo,Sevilla,Webcam,Tecnología,2,619.17,1238.34,Tarjeta
28203,2023-11-06,Hernando Eustaquio Álvaro Gisbert,Segovia,Monitor,Tecnología,8,636.39,5091.12,Efectivo
28204,2025-04-27,Candela Salvador,Ourense,Teclado,Periféricos,3,1449.66,4348.98,Efectivo
28205,2024-09-08,Domitila Criado Padilla,Almería,Mouse,Periféricos,8,1059.11,8472.88,Efectivo
28206,2023-01-04,Eliana Malo Duarte,Álava,Laptop,Periféricos,4,1265.33,5061.32,Transferencia
28207,2023-10-01,Natalio Barberá Clavero,Ourense,Tablet,Periféricos,2,748.45,1496.9,Efectivo
28208,2024-07-20,Armando Benavides Calvet,Palencia,Impresora,Tecnología,8,638.89,5111.12,Efectivo
28209,2023-11-06,Horacio Sacristán Vaquero,Alicante,Mouse,Tecnología,5,142.23,711.15,PayPal
28210,2023-12-08,María Cristina Tirado Vives,La Rioja,Disco SSD,Accesorios,2,1759.56,3519.12,Efectivo
28211,2025-02-12,Baltasar Fabregat Solsona,Melilla,Auriculares,Accesorios,10,1830.04,18300.4,Transferencia
28212,2023-05-01,Rodolfo Abella Acuña,Huesca,Disco SSD,Tecnología,4,850.34,3401.36,PayPal
28213,2023-02-22,Consuela Rivero,Jaén,Disco SSD,Periféricos,6,905.12,5430.72,Transferencia
28214,2024-10-06,Claudio de Montalbán,Pontevedra,Monitor,Periféricos,7,908.08,6356.56,Transferencia
28215,2024-01-26,Camilo Alcalde Casals,Cuenca,Memoria RAM,Oficina,5,1966.18,9830.9,PayPal
28216,2025-03-16,Glauco Tejedor Teruel,Burgos,Tablet,Periféricos,9,2254.82,20293.38,Tarjeta
28217,2024-03-01,Nilo de Peña,Vizcaya,Memoria RAM,Tecnología,1,2266.81,2266.81,Tarjeta
28218,2023-10-25,Pablo Barón-Tello,Zaragoza,Webcam,Periféricos,1,158.34,158.34,PayPal
28219,2024-02-24,Edu Mendoza Gibert,Cantabria,Webcam,Oficina,6,1689.22,10135.32,PayPal
28220,2023-10-26,Nydia Jiménez Villar,Lugo,Mouse,Periféricos,10,577.55,5775.5,Transferencia
28221,2024-01-05,Joaquín Nicolau Cárdenas,Teruel,Impresora,Oficina,1,87.03,87.03,Tarjeta
28222,2023-08-28,Bonifacio Estevez Ayuso,Zaragoza,Auriculares,Tecnología,1,936.94,936.94,Efectivo
28223,2023-01-29,Ismael de Córdoba,Barcelona,Teclado,Accesorios,1,2026.34,2026.34,Efectivo
28224,2024-04-25,Aitana Casandra Jimenez Gallego,Ceuta,Impresora,Oficina,6,1193.71,7162.26,Transferencia
28225,2024-01-02,Eusebio Serra Cortés,Valladolid,Mouse,Tecnología,7,1238.85,8671.95,Transferencia
28226,2024-05-21,María Dolores Esparza Tamarit,León,Disco SSD,Accesorios,2,898.78,1797.56,Tarjeta
28227,2024-09-12,Duilio Nebot-Pelayo,Valencia,Memoria RAM,Accesorios,4,1403.01,5612.04,Tarjeta
28228,2024-06-15,Francisco Martin Villa,Zamora,Tablet,Oficina,2,692.25,1384.5,Transferencia
28229,2024-02-22,Quique Carrera Paz,Girona,Laptop,Tecnología,3,392.01,1176.03,Transferencia
28230,2024-08-21,Vilma Rodríguez Cuenca,Murcia,Impresora,Oficina,2,2043.56,4087.12,Transferencia
28231,2023-09-27,Salomón Marti,Soria,Monitor,Periféricos,6,684.32,4105.92,Efectivo
28232,2023-05-05,Dalila Giménez Cal,Huelva,Webcam,Tecnología,2,1332.3,2664.6,Transferencia
28233,2023-07-20,Chelo Manzanares Expósito,Cantabria,Tablet,Accesorios,9,1294.94,11654.46,PayPal
28234,2024-06-16,Eva Cárdenas,Cuenca,Mouse,Tecnología,5,2315.42,11577.1,PayPal
28235,2023-05-26,Eufemia Hervás,Melilla,Auriculares,Periféricos,4,1976.14,7904.56,Tarjeta
28236,2024-10-20,Juan Bautista Corral,Granada,Teclado,Periféricos,4,1872.38,7489.52,Tarjeta
28237,2023-04-09,Cristina Exposito Luque,Valencia,Disco SSD,Oficina,10,1689.21,16892.1,PayPal
28238,2023-03-07,Adelaida Tamayo Sáez,Murcia,Monitor,Tecnología,2,460.98,921.96,Tarjeta
28239,2025-04-04,Benigno Ortega Manzano,Valladolid,Disco SSD,Periféricos,1,682.16,682.16,PayPal
28240,2024-02-07,Lourdes de Cerdá,Badajoz,Monitor,Tecnología,6,638.8,3832.8,Efectivo
28241,2025-04-17,Jose Ramón Blanch-Villalba,Málaga,Monitor,Oficina,5,1166.98,5834.9,Efectivo
28242,2024-11-29,Gabriela Villalonga Soriano,Palencia,Webcam,Tecnología,1,422.92,422.92,Tarjeta
28243,2024-10-06,Candelas Chico Ojeda,Barcelona,Impresora,Accesorios,4,855.86,3423.44,PayPal
28244,2025-01-10,Pacífica España Rojas,Palencia,Webcam,Accesorios,9,666.3,5996.7,PayPal
28245,2023-12-27,Jafet Gárate Vall,Córdoba,Laptop,Accesorios,1,1364.2,1364.2,Efectivo
28246,2025-01-12,Ariel Maza Vilar,Valladolid,Mouse,Periféricos,8,431.91,3455.28,Efectivo
28247,2024-02-20,Hector Soria Carrera,Álava,Webcam,Accesorios,2,873.36,1746.72,PayPal
28248,2024-06-27,Cristóbal del Barros,Jaén,Disco SSD,Oficina,4,1711.37,6845.48,PayPal
28249,2023-02-02,Adalberto Garzón,La Coruña,Teclado,Oficina,5,117.44,587.2,PayPal
28250,2023-04-06,Inmaculada Bueno Ruiz,Guipúzcoa,Monitor,Tecnología,5,1201.83,6009.15,PayPal
28251,2023-07-19,Cipriano Arroyo Jara,Guipúzcoa,Tablet,Tecnología,3,18.76,56.28,PayPal
28252,2023-07-18,Georgina Millán Durán,Las Palmas,Teclado,Oficina,9,1338.58,12047.22,PayPal
28253,2023-01-18,Maura Graciana Mir Antón,Albacete,Laptop,Tecnología,1,1478.71,1478.71,PayPal
28254,2023-04-04,Gonzalo Garay Bautista,Valencia,Tablet,Tecnología,5,1039.25,5196.25,Tarjeta
28255,2025-01-21,Simón del Suarez,Huelva,Teclado,Tecnología,1,1430.41,1430.41,Transferencia
28256,2023-07-26,Onofre Murcia-Piquer,Córdoba,Tablet,Periféricos,5,1707.45,8537.25,Transferencia
28257,2024-02-04,Baudelio del Blanca,Teruel,Tablet,Accesorios,6,2183.58,13101.48,Efectivo
28258,2024-06-24,Tomasa del Porta,Cádiz,Impresora,Accesorios,3,988.24,2964.72,PayPal
28259,2023-12-13,Iván Lorenzo Sales,Ciudad,Tablet,Oficina,7,318.59,2230.13,PayPal
28260,2024-02-22,Norberto de Amaya,Pontevedra,Monitor,Accesorios,6,89.98,539.88,PayPal
28261,2024-02-09,Aroa Oliver Recio,Badajoz,Monitor,Tecnología,3,1425.75,4277.25,Tarjeta
28262,2023-09-11,Leoncio Saez Figueroa,Teruel,Mouse,Accesorios,6,858.33,5149.98,Efectivo
28263,2023-06-07,María Pilar Aguilar Andrade,Salamanca,Laptop,Accesorios,9,150.82,1357.38,Tarjeta
28264,2024-06-21,Amparo Peiró Merino,Córdoba,Disco SSD,Oficina,3,1525.21,4575.63,Efectivo
28265,2024-07-22,Priscila Galiano Guillén,Baleares,Impresora,Accesorios,10,714.69,7146.9,Tarjeta
28266,2024-10-09,Aarón del Bauzà,Guadalajara,Laptop,Periféricos,2,1348.0,2696.0,Tarjeta
28267,2023-09-25,Bruno de Aguado,Girona,Impresora,Accesorios,1,1449.38,1449.38,PayPal
28268,2024-06-15,Roberto Rico Adadia,Madrid,Auriculares,Periféricos,3,579.33,1737.99,PayPal
28269,2024-12-08,Lina Maite Baeza Dueñas,Jaén,Tablet,Periféricos,3,1585.78,4757.34,Efectivo
28270,2024-07-31,Rosario Morillo Morán,Baleares,Disco SSD,Oficina,3,704.12,2112.36,PayPal
28271,2023-10-07,Araceli Benítez Álamo,Cáceres,Tablet,Tecnología,5,1392.95,6964.75,Tarjeta
28272,2023-04-16,Néstor Quintero Fonseca,Alicante,Monitor,Accesorios,3,206.23,618.69,Efectivo
28273,2025-03-17,Florencio Soler-Balaguer,Murcia,Webcam,Periféricos,6,1981.95,11891.7,PayPal
28274,2023-12-24,Teresita Piñeiro Lobo,León,Memoria RAM,Tecnología,4,2263.86,9055.44,Transferencia
28275,2023-05-15,Ricarda Ródenas Román,Guipúzcoa,Webcam,Accesorios,4,1121.93,4487.72,Tarjeta
28276,2023-02-10,Joel Bautista-Asenjo,Álava,Tablet,Accesorios,10,2116.14,21161.4,PayPal
28277,2024-03-19,Fernando Pepito Mayo Verdejo,Tarragona,Webcam,Tecnología,4,1317.73,5270.92,Tarjeta
28278,2023-01-10,Lisandro Rivero Sebastián,Cáceres,Laptop,Oficina,3,737.33,2211.99,Tarjeta
28279,2024-06-17,Samu Bermúdez Castilla,Valladolid,Webcam,Periféricos,4,1151.0,4604.0,Efectivo
28280,2025-03-04,Jesusa Criado-Morales,Ciudad,Disco SSD,Tecnología,1,1592.58,1592.58,Efectivo
28281,2024-08-19,Iker Uría Tudela,Lleida,Mouse,Accesorios,5,979.74,4898.7,PayPal
28282,2024-12-25,Eleuterio Cáceres Torres,Vizcaya,Memoria RAM,Oficina,10,2236.46,22364.6,Transferencia
28283,2023-10-28,Lorenza Delgado Barragán,La Coruña,Tablet,Periféricos,6,2207.42,13244.52,Tarjeta
28284,2023-02-25,Porfirio Suárez Querol,Guipúzcoa,Webcam,Periféricos,2,1885.91,3771.82,PayPal
28285,2023-04-01,Antonia Trinidad Catalán Tamarit,Barcelona,Monitor,Oficina,3,1708.74,5126.22,Tarjeta
28286,2025-04-09,Bruno Arias Uría,Cáceres,Auriculares,Periféricos,6,202.59,1215.54,PayPal
28287,2023-04-02,Brígida Martinez-Prada,Lleida,Webcam,Accesorios,2,1156.81,2313.62,Efectivo
28288,2024-05-21,Guadalupe Gargallo-Morata,Teruel,Auriculares,Tecnología,6,1836.12,11016.72,PayPal
28289,2024-05-10,Reynaldo Zorrilla-Marín,Toledo,Disco SSD,Accesorios,2,559.83,1119.66,Tarjeta
28290,2023-03-09,Febe de Calvet,Las Palmas,Mouse,Tecnología,2,916.37,1832.74,Transferencia
28291,2024-07-12,Antonio Villalobos-Seguí,Badajoz,Impresora,Accesorios,3,2419.33,7257.99,Efectivo
28292,2024-12-16,Alfonso Portero Cervantes,Baleares,Memoria RAM,Oficina,5,1895.03,9475.15,Tarjeta
28293,2023-02-17,Marisela Frías Larrañaga,Toledo,Disco SSD,Accesorios,7,1671.85,11702.95,Efectivo
28294,2023-12-24,Nieves Cases Ortega,Burgos,Laptop,Oficina,3,441.72,1325.16,Tarjeta
28295,2023-04-25,María Carmen Piña-Cuenca,Valladolid,Auriculares,Tecnología,10,701.52,7015.2,Tarjeta
28296,2023-02-20,Elías Nuñez Bernat,Sevilla,Disco SSD,Oficina,1,1522.28,1522.28,Efectivo
28297,2024-10-29,Ernesto Castañeda,Vizcaya,Auriculares,Accesorios,6,143.21,859.26,Transferencia
28298,2025-04-22,Zaida Donaire Torres,Cádiz,Tablet,Accesorios,8,2071.19,16569.52,Transferencia
28299,2024-05-05,Encarnación Rosales-Manzanares,Sevilla,Webcam,Tecnología,4,359.78,1439.12,Transferencia
28300,2024-10-25,Débora Campo Vives,Albacete,Mouse,Oficina,1,1451.13,1451.13,PayPal
28301,2023-12-13,Marisol Linares Manrique,Cuenca,Webcam,Periféricos,8,2368.48,18947.84,Efectivo
28302,2024-01-26,Laura Moll Burgos,Baleares,Memoria RAM,Periféricos,3,2034.97,6104.91,Efectivo
28303,2024-08-14,Roberta Ricarda Suarez Pinilla,Huelva,Teclado,Oficina,8,504.72,4037.76,Efectivo
28304,2023-12-17,Josep Quintana Leal,Valencia,Laptop,Oficina,7,423.14,2961.98,PayPal
28305,2025-02-11,Consuelo Rocha Olmedo,Tarragona,Tablet,Accesorios,7,1569.82,10988.74,Transferencia
28306,2024-12-21,Aníbal Duran Román,Santa Cruz de Tenerife,Impresora,Tecnología,9,1303.07,11727.63,Efectivo
28307,2025-02-22,Alfonso Barrena,La Rioja,Monitor,Periféricos,3,2082.34,6247.02,Tarjeta
28308,2024-11-07,Ángel Rey,Alicante,Teclado,Periféricos,2,448.55,897.1,Efectivo
28309,2024-09-07,Miriam Malo-Merino,Soria,Auriculares,Accesorios,9,2145.16,19306.44,Transferencia
28310,2023-06-30,Darío de Bou,Pontevedra,Monitor,Tecnología,10,461.26,4612.6,PayPal
28311,2023-01-11,Susanita Acosta-Mascaró,Ceuta,Monitor,Oficina,9,2079.99,18719.91,Tarjeta
28312,2023-07-16,Hilario Múñiz Arrieta,Murcia,Mouse,Oficina,6,2427.09,14562.54,Efectivo
28313,2023-01-31,Mateo Rosa,Córdoba,Webcam,Oficina,1,2050.19,2050.19,Tarjeta
28314,2024-12-05,Lisandro Pla Bolaños,Castellón,Monitor,Periféricos,8,2485.65,19885.2,Transferencia
28315,2024-05-28,Patricia Barbero-Salgado,Melilla,Memoria RAM,Periféricos,6,235.46,1412.76,Tarjeta
28316,2023-01-01,Gilberto Sanmartín Becerra,Lugo,Laptop,Oficina,5,937.94,4689.7,Tarjeta
28317,2024-11-24,Martin Redondo,Vizcaya,Memoria RAM,Oficina,1,1106.51,1106.51,Efectivo
28318,2025-02-03,Sarita Dominguez,Guipúzcoa,Disco SSD,Accesorios,9,948.28,8534.52,Transferencia
28319,2023-09-15,Luís Acosta Viana,Huelva,Impresora,Oficina,1,2338.6,2338.6,PayPal
28320,2025-02-06,Sofía de Sevilla,Lleida,Mouse,Oficina,8,1069.22,8553.76,PayPal
28321,2024-12-27,Nacio Gómez,Álava,Tablet,Tecnología,10,2341.94,23419.4,Efectivo
28322,2023-11-16,Marcia Chico Cánovas,La Rioja,Tablet,Tecnología,3,1339.97,4019.91,Efectivo
28323,2023-10-08,Luciano Epifanio Sánchez Carrera,Baleares,Webcam,Tecnología,8,805.35,6442.8,Efectivo
28324,2024-06-08,Apolonia Lina Chamorro Arnal,Palencia,Tablet,Accesorios,3,1231.54,3694.62,PayPal
28325,2024-05-07,Gala Pazos Vega,Alicante,Mouse,Oficina,1,501.99,501.99,Efectivo
28326,2024-05-05,Calisto Amador,Soria,Memoria RAM,Tecnología,1,719.49,719.49,Efectivo
28327,2023-11-26,Marta Escamilla,Sevilla,Webcam,Periféricos,4,2239.27,8957.08,PayPal
28328,2024-08-02,Luis Miguel Busquets Juan,Valencia,Monitor,Oficina,4,2473.14,9892.56,PayPal
28329,2024-05-05,Jafet Gonzalo-Madrid,Soria,Webcam,Tecnología,10,106.79,1067.9,Tarjeta
28330,2023-04-05,Plinio Plana-Ramón,Lleida,Teclado,Periféricos,7,1092.32,7646.24,Efectivo
28331,2024-07-10,Natanael Pedrosa,Murcia,Monitor,Periféricos,7,1966.86,13768.02,PayPal
28332,2024-11-08,Pilar Cerdán-Guitart,Ciudad,Teclado,Periféricos,6,1273.14,7638.84,Transferencia
28333,2023-03-25,Anunciación Vanesa Hervia Luna,Madrid,Webcam,Accesorios,3,26.24,78.72,Efectivo
28334,2023-04-27,Bibiana Leocadia Moreno Castilla,Burgos,Laptop,Accesorios,8,1267.38,10139.04,PayPal
28335,2023-05-28,Gregorio Casanova Somoza,Badajoz,Tablet,Periféricos,2,549.9,1099.8,Efectivo
28336,2023-08-19,Mónica Caro-Tejera,Castellón,Laptop,Accesorios,7,926.23,6483.61,Tarjeta
28337,2023-12-01,Odalis Yuste-Escolano,Palencia,Disco SSD,Periféricos,4,507.71,2030.84,PayPal
28338,2024-06-30,Danilo Saavedra Báez,La Coruña,Memoria RAM,Accesorios,6,834.51,5007.06,Efectivo
28339,2024-02-14,Isaac Galvez Grau,Asturias,Mouse,Periféricos,3,1191.0,3573.0,PayPal
28340,2025-01-08,Herberto Zurita Cabo,Las Palmas,Disco SSD,Tecnología,4,778.68,3114.72,Transferencia
28341,2024-07-11,Fernando Santana Manrique,Teruel,Tablet,Oficina,4,750.32,3001.28,PayPal
28342,2024-10-01,Begoña Gallo Muro,Girona,Tablet,Periféricos,2,2266.75,4533.5,Efectivo
28343,2023-04-27,Clemente Rius Portillo,Santa Cruz de Tenerife,Laptop,Periféricos,6,1958.08,11748.48,Transferencia
28344,2025-01-18,Claudia Gallo,Murcia,Laptop,Oficina,4,127.2,508.8,Tarjeta
